,Rank,Racer,Text_Bests,Races,Texts,Career,Best_10,Best_Race,Points,Wins,Win_%,Marathon,Last_Race,Variation
229,230.0,iwinn,138.97,7235,2008,128.81,190.72,206.17,378350.91,5034,69.58,231,2021-08-26,10.67
230,231.0,mixxanber,138.92,3054,2068,134.55,186.44,195.71,294960.0,2034,66.6,68,2021-09-12,14.3
231,232.0,boy_314,138.89,44480,4892,123.21,182.54,188.98,5055168.18,25601,57.56,490,2021-09-18,12.72
232,233.0,sircw,138.85,3846,2386,135.67,183.01,190.36,468726.68,2669,69.4,203,2021-08-24,10.26
233,234.0,wumpified8,138.77,4685,2090,133.36,179.77,192.75,405379.67,3336,71.21,302,2018-11-16,9.97
234,235.0,poke1,138.7,12824,3636,128.49,202.95,216.76,360410.08,7877,61.42,395,2021-09-21,12.58
235,236.0,ebic_gamer,138.69,17778,4798,131.02,184.17,194.07,2176196.25,10597,59.61,654,2020-08-04,10.47
236,237.0,"glue gun, things are gonna ..",138.5,12159,2774,129.89,176.1,182.88,1375016.3,7646,62.88,482,2021-09-21,9.53
237,238.0,Mr. lee's expository writin..,138.5,101887,4297,114.15,174.58,176.73,5576134.57,52464,51.49,498,2021-09-12,13.64
238,239.0,Aaron Adams summer 2018 non..,138.47,3168,2066,137.0,164.68,169.94,398642.37,2225,70.23,378,2018-08-23,6.59
239,240.0,potatoloh228,138.36,3404,1412,130.9,188.21,193.67,78278.52,2304,67.69,103,2021-08-12,15.44
240,241.0,bread..,138.28,7015,2624,134.2,197.55,219.47,800330.69,4562,65.03,228,2021-09-19,13.8
241,242.0,cytokid101,138.27,22611,2965,123.22,174.14,180.99,568032.89,15572,68.87,319,2021-09-21,13.67
242,243.0,spicytuna1,138.17,18280,4058,134.63,196.98,206.33,2171523.24,6627,36.25,318,2021-08-25,10.63
243,244.0,slayman19,138.08,29644,4617,126.99,177.51,179.68,3460376.74,18251,61.57,359,2021-09-13,10.18
244,245.0,nonquit13,138.03,2948,2134,135.49,183.47,186.61,378915.23,2059,69.84,231,2021-09-20,12.5
245,246.0,attilitus,138.02,34108,3247,128.47,172.33,174.61,723900.01,24353,71.4,402,2021-08-31,11.41
246,247.0,adma,137.79,3312,2239,135.28,185.88,192.25,380832.62,2330,70.35,110,2021-09-17,13.19
247,248.0,fylleth,137.78,8043,2787,134.33,191.49,206.04,907890.47,5188,64.5,268,2021-09-18,10.2
248,249.0,chqnges,137.77,3154,2118,134.43,181.08,189.83,351508.05,2116,67.09,110,2021-09-18,15.99
249,250.0,676339784,137.59,3186,2198,134.83,173.6,177.85,330085.01,2692,84.49,75,2021-07-13,10.28
250,251.0,joelthesuperior,137.56,1857,1503,136.53,178.52,195.41,226775.47,1325,71.35,65,2021-09-14,10.51
251,252.0,snackmancer,137.54,6760,2263,133.45,165.88,173.35,717108.38,4519,66.85,410,2021-09-01,7.81
252,253.0,jlachney,137.29,26272,5327,125.63,221.57,226.73,1647831.0,13371,50.89,1046,2021-09-16,17.44
253,254.0,levitations,137.24,3171,1823,134.03,172.97,178.94,244531.23,2110,66.54,190,2020-04-01,9.18
254,255.0,ॐ ღ kelz ღ ॐ ♥ su..,137.14,73733,1899,124.82,289.38,293.49,4151.58,46955,63.68,280,2018-06-08,13.59
255,256.0,chocolatina,137.13,2040,1389,134.07,178.47,182.29,238668.23,1293,63.38,161,2021-09-09,12.04
256,257.0,mpu1,137.12,1970,1521,136.0,176.35,189.27,230508.35,1525,77.41,152,2021-02-23,10.44
257,258.0,serqph,137.11,2958,1959,134.97,206.79,221.77,332791.54,2072,70.05,101,2021-09-18,12.84
258,259.0,ॐ ღ kelz ღ ॐ ♥ wa..,137.08,36122,4093,135.99,227.35,235.2,3642728.76,19441,53.82,462,2021-08-06,14.48
259,260.0,krewe11a,137.07,15290,1991,120.02,217.07,220.9,254168.26,7377,48.25,146,2021-09-17,16.02
260,261.0,uniquesnowflake,137.06,14089,5112,132.92,210.16,224.17,1454149.29,10692,75.89,1354,2020-10-23,20.56
261,262.0,hogree,137.01,3291,1267,128.78,181.49,192.95,23395.18,2344,71.22,113,2021-05-22,12.3
262,263.0,somaliangirl,136.95,5526,2458,132.17,191.32,199.91,284664.8,3202,57.94,261,2019-09-24,12.16
263,264.0,onehundredplus,136.92,6121,2199,129.61,215.74,231.3,225654.94,3984,65.09,169,2021-08-31,13.17
264,265.0,redtr1,136.92,2215,1582,136.29,163.96,166.62,256223.86,1564,70.61,230,2020-06-16,9.15
265,266.0,rsn_007,136.78,12031,1534,119.18,165.87,171.16,144478.89,7865,65.37,208,2021-08-24,14.18
266,267.0,qbst,136.72,8033,3579,132.92,170.96,176.98,965601.17,2011,25.03,324,2021-07-15,8.72
267,268.0,jacquesjacq..,136.5,2125,1570,133.81,175.14,185.17,220092.71,1452,68.33,173,2019-08-24,13.32
268,269.0,thegame53700,136.25,32769,2290,108.55,191.52,225.39,139277.46,18247,55.68,346,2021-01-04,23.08
269,270.0,nonquithenryzhou,136.24,6602,3483,132.09,191.4,207.63,580141.53,3870,58.62,384,2020-01-24,11.99
270,271.0,cypher_xd,136.17,62861,4942,113.66,181.28,203.54,6527228.14,33591,53.44,577,2021-06-20,17.57
271,272.0,resync,135.92,3886,2418,133.08,178.91,202.93,469197.54,2654,68.3,222,2021-06-10,10.11
272,273.0,glacier..,135.87,4967,2826,133.15,174.09,182.44,587912.4,3344,67.32,250,2020-03-12,8.74
273,274.0,macieje,135.79,14094,4443,130.4,232.68,238.02,1391917.49,7618,54.05,473,2021-09-23,17.08
274,275.0,ultrashibe,135.73,51996,5566,119.86,197.05,211.5,4187857.65,29713,57.14,366,2021-09-03,12.48
275,276.0,delibera..,135.69,37350,3703,125.31,176.35,183.07,4141520.11,21799,58.36,713,2021-09-19,10.7
276,277.0,danayi,135.55,16260,2887,124.68,175.91,183.31,1760293.5,9329,57.37,288,2021-09-20,10.7
277,278.0,sk8terboi723,135.55,8692,3712,130.19,187.43,203.39,1050873.69,5483,63.08,221,2021-09-19,12.58
278,279.0,imfastafbooiii,135.53,17572,4221,130.02,178.51,181.86,2015645.91,11396,64.85,500,2021-08-05,10.58
279,280.0,solarscopez,135.41,6729,3265,131.85,194.84,204.57,766324.4,4118,61.2,234,2021-09-20,10.82
280,281.0,mrotaku,135.39,4221,2640,132.67,174.33,181.26,482039.92,2825,66.93,130,2021-06-25,11.29
281,282.0,namess,135.37,3677,2495,132.35,184.14,190.53,450675.85,2547,69.27,162,2021-09-10,12.77
282,283.0,petars,135.33,3060,1738,132.3,180.3,190.42,175085.36,2225,72.71,114,2021-09-16,10.35
283,284.0,insanegamerwow,135.26,4324,2675,132.59,172.22,174.96,530941.29,2951,68.25,141,2021-09-14,10.73
284,285.0,furysummoner,135.13,7689,3190,125.47,188.27,202.0,735266.11,4897,63.69,114,2021-08-31,19.44
285,286.0,..,135.04,9682,4107,130.15,194.98,203.18,1147334.18,5931,61.26,515,2021-09-05,11.79
286,287.0,supreme1..,134.94,10477,2610,129.35,185.1,202.04,1137356.8,6272,59.86,323,2021-09-20,10.12
287,288.0,aram90,134.89,68470,3205,107.98,178.39,189.34,516302.86,40736,59.49,400,2021-08-20,18.79
288,289.0,waffffeeeeeeenn,134.79,2904,1701,131.86,172.92,181.87,332314.86,1950,67.15,190,2021-08-04,9.88
289,290.0,pokenonquit,134.66,4979,2317,129.92,176.71,180.78,201975.23,3009,60.43,430,2017-12-10,11.59
290,291.0,nickyflash,134.48,1739,1406,132.96,170.48,182.09,210652.75,1433,82.4,148,2020-11-25,12.31
291,292.0,ChimChimChim tooo muuuch la..,134.36,190707,4922,118.41,177.5,181.64,8597200.52,122193,64.07,487,2021-09-17,11.33
292,293.0,everyonejoindsa,134.14,2643,1382,131.3,171.22,175.3,66389.13,1665,63.0,210,2021-03-19,9.34
293,294.0,dmao,133.96,3210,1948,132.33,176.5,183.07,365753.19,2168,67.54,165,2021-07-28,9.69
294,295.0,nomak,133.91,45190,1692,118.71,222.25,234.66,12043.03,28936,64.03,734,2019-10-09,13.26
295,296.0,dunklioscious,133.83,7227,3599,128.68,181.03,184.82,855990.4,4588,63.48,203,2021-09-15,13.97
296,297.0,jakob2000,133.77,3353,2021,129.21,222.53,242.84,267182.91,1941,57.89,157,2021-04-04,21.16
297,298.0,shinonin,133.65,10198,3864,130.13,169.93,176.04,1152926.53,6537,64.1,125,2021-09-17,10.55
298,299.0,tanami,133.42,4573,2717,129.73,178.83,184.22,522276.06,2973,65.01,171,2021-07-26,12.19
299,300.0,wintersnowmagick,133.4,10474,1627,123.0,175.89,190.57,252261.72,6631,63.31,319,2017-12-01,11.32
300,301.0,nozden,133.37,26722,1380,109.27,167.32,178.78,0.0,19170,71.74,526,2017-06-10,13.08
301,302.0,♥ Maria Shennah Dane Gimo..,133.22,6132,1650,123.31,175.61,180.48,56004.56,3918,63.89,206,2019-06-11,12.22
302,303.0,cvh_,133.2,3792,2447,131.22,172.28,184.8,451682.84,2525,66.59,90,2021-08-02,9.77
303,304.0,rmsitar,133.16,25399,4436,125.89,171.25,175.47,2893045.88,14929,58.78,556,2021-09-18,10.09
304,305.0,excetra,133.06,15010,4738,125.27,222.5,230.02,1323903.89,8193,54.58,828,2021-09-09,15.04
305,306.0,frostequinox,132.98,11091,3240,125.73,174.64,184.47,903691.34,7936,71.55,244,2021-09-21,10.02
306,307.0,neo_of_sporin,132.96,1749,1283,131.9,170.47,176.95,196788.82,1150,65.75,51,2021-08-26,9.61
307,308.0,minhxuan2507,132.91,2298,1525,131.56,179.23,183.47,252385.97,1276,55.53,58,2021-04-06,12.89
308,309.0,khunzabber,132.79,6067,1405,123.66,168.97,181.87,0.0,3886,64.05,316,2017-06-21,10.08
309,310.0,ragemodeon,132.71,2343,1725,131.63,179.49,186.73,280544.25,1567,66.88,98,2021-04-04,11.86
310,311.0,dragoncityjose,132.66,9010,4059,124.92,242.0,263.1,1037802.21,5152,57.18,334,2021-07-30,18.54
311,312.0,✔️▄◘🚀!new_luca@y..,132.57,54933,4746,117.5,247.47,241.79,1928032.62,31298,56.97,684,2021-07-13,19.8
312,313.0,unbranded,132.56,6453,1410,123.83,157.47,161.03,94416.78,4264,66.08,156,2021-08-05,9.76
313,314.0,joey172,132.48,16723,1755,130.34,175.74,184.85,164679.76,12540,74.99,437,2021-09-09,10.46
314,315.0,heromanwarrior,132.46,1758,1309,130.28,179.52,186.66,196156.24,1098,62.46,187,2021-09-09,12.6
315,316.0,briann,132.4,14883,1189,126.42,169.11,175.55,71832.07,10754,72.26,301,2021-09-07,10.65
316,317.0,Hysteria with more fingers ..,132.4,2762,2020,131.11,170.03,174.14,296369.8,1530,55.39,451,2020-09-30,10.66
317,318.0,pie314271,132.37,3441,2265,129.58,172.54,184.92,393715.14,2201,63.96,112,2021-05-19,12.0
318,319.0,kennethpahn,132.36,3528,1064,125.02,159.19,163.38,76347.28,2493,70.66,117,2021-07-17,10.15
319,320.0,badtyper5,132.3,5317,1896,128.53,164.37,166.97,122234.79,3489,65.62,189,2017-11-10,8.42
320,321.0,nightwolfdd,132.24,11778,2625,123.18,165.43,169.4,839973.31,7351,62.41,201,2021-05-18,13.54
321,322.0,john666695,132.15,11599,3991,125.64,182.1,198.55,1323992.29,7266,62.64,364,2021-09-14,13.15
322,323.0,chad_gamer,132.15,3317,2211,130.99,176.65,195.44,389276.89,2071,62.44,307,2021-06-06,11.02
323,324.0,brindobob,132.09,1613,1342,130.89,168.23,173.16,199083.86,1106,68.57,53,2021-09-11,11.6
324,325.0,bigfatsnoozy,132.02,2000,1005,128.06,171.84,202.32,5907.89,1311,65.55,248,2020-08-11,10.2
325,326.0,hkgwife,131.88,26988,3983,122.55,176.93,189.79,2011948.0,16479,61.06,161,2021-09-22,10.25
326,327.0,nitecyper2,131.83,7579,2560,125.34,170.6,173.19,548352.9,4711,62.16,309,2021-09-03,11.61
327,328.0,linuxman_linux,131.62,4538,2748,128.75,188.69,201.68,527241.67,2802,61.75,146,2021-08-11,14.56
328,329.0,skippie,131.6,8416,3426,127.71,166.55,171.45,963452.6,5171,61.44,108,2021-09-19,9.76
329,330.0,alanis,131.6,52406,4849,111.4,174.4,178.55,2881197.85,26999,51.52,435,2021-08-15,15.66
330,331.0,ardous,131.58,2879,1842,129.87,173.92,187.93,319518.82,1686,58.56,390,2021-05-12,9.84
331,332.0,rrubinski,131.56,3270,1904,129.03,191.58,196.57,315570.69,2175,66.51,135,2021-09-20,18.54
332,333.0,dimitard,131.48,5947,2993,127.64,170.61,175.22,665646.85,3847,64.69,148,2021-09-14,10.39
333,334.0,lewpur,131.47,3983,1908,124.4,178.34,199.63,254980.86,2571,64.55,175,2021-07-23,12.84
334,335.0,andytixn,131.44,1689,1365,130.37,184.4,206.15,200105.26,994,58.85,98,2021-09-16,12.57
335,336.0,teilo,131.31,17648,1488,113.52,157.06,164.78,0.0,8959,50.76,340,2017-03-17,14.7
336,337.0,Fifa II,131.21,11987,1737,112.01,167.05,174.72,89333.09,6927,57.79,202,2021-09-17,16.18
337,338.0,andreannq,131.14,1670,1182,129.39,171.93,182.23,70003.83,1081,64.73,113,2019-08-19,10.7
338,339.0,started from 50 now we here..,131.1,20346,2923,108.74,180.01,183.14,427416.07,11003,54.08,145,2021-09-13,19.35
339,340.0,daeraser,131.06,12324,2685,121.47,164.36,171.12,1330933.33,6756,54.82,239,2021-09-21,9.84
340,341.0,..,131.05,28758,3288,122.23,214.47,218.48,630442.24,17248,59.98,504,2020-06-03,13.52
341,342.0,mrasianboy,131.0,1511,1170,129.5,172.15,180.16,169844.8,963,63.73,153,2021-09-18,11.31
342,343.0,phozzonu..,130.98,2164,1506,128.85,164.28,176.01,236373.77,1542,71.26,327,2020-04-25,10.03
343,344.0,typingaccount3,130.97,3230,2195,129.71,169.23,176.83,385343.03,2161,66.9,203,2020-04-09,7.59
344,345.0,logslogs,130.93,3357,2288,128.33,170.14,175.33,397114.69,2028,60.41,333,2021-09-13,11.0
345,346.0,galaxiedhomerow,130.91,6485,3043,124.79,228.34,256.89,698559.96,2690,41.48,302,2021-09-23,18.77
346,347.0,paul_chan,130.8,1565,1182,129.24,169.98,177.72,79041.59,1034,66.07,259,2019-06-07,10.27
347,348.0,triklino,130.72,12934,4348,126.5,191.17,199.3,1480833.89,8158,63.07,360,2021-09-01,11.2
348,349.0,smurfaccount1337,130.52,6341,1811,135.02,177.71,183.19,128041.76,4739,74.74,158,2021-06-19,14.82
349,350.0,jbb817,130.51,8788,1959,121.22,165.82,169.58,165303.67,5287,60.16,172,2021-08-21,10.34
350,351.0,retagaine,130.5,4510,2397,127.26,164.28,174.42,346675.5,3052,67.67,137,2020-09-18,9.6
351,352.0,lesirh,130.5,2164,1659,128.15,183.35,189.27,247526.73,1249,57.72,86,2021-01-19,14.68
352,353.0,louipagman,130.47,1871,1347,128.44,163.66,168.94,210287.35,1109,59.27,455,2021-07-19,10.25
353,354.0,g_fruit,130.45,16333,4934,119.37,178.34,182.72,1783084.32,8995,55.07,254,2021-09-07,17.33
354,355.0,clueou,130.41,8056,2487,134.99,196.8,202.64,421508.57,5835,72.43,316,2021-06-23,14.64
355,356.0,ordies,130.26,2352,1462,131.23,192.19,204.42,263794.8,1433,60.93,140,2021-09-13,12.68
356,357.0,jasonbournee,130.25,2798,1412,124.81,166.46,171.19,156063.99,1960,70.05,257,2021-08-15,11.23
357,358.0,pastas..,130.22,61815,6306,121.8,283.06,290.27,4532876.89,36924,59.73,1680,2021-09-22,21.05
358,359.0,hiyori_chan,130.2,6867,2786,126.78,185.47,200.06,764420.28,4230,61.6,589,2021-08-14,11.7
359,360.0,smartyprince,130.17,9984,2553,125.65,181.59,187.5,968652.01,6023,60.33,119,2020-11-02,10.05
360,361.0,krisco,130.16,11669,4092,124.4,166.21,171.88,994218.75,6718,57.57,322,2021-09-12,9.97
361,362.0,reburm,130.02,4880,1279,120.36,194.52,205.76,140068.87,2966,60.78,238,2021-09-01,12.78
362,363.0,gardenhoe,129.99,1754,1334,129.57,163.41,174.32,190057.61,472,26.91,76,2021-09-05,9.55
363,364.0,pdlg,129.98,1882,1468,129.47,156.0,161.82,227830.31,1111,59.03,162,2020-12-07,7.79
364,365.0,phlofy,129.97,35343,4708,111.8,173.82,180.4,2695787.71,17947,50.78,244,2021-09-18,15.53
365,366.0,lkortebe,129.89,11914,1395,121.22,167.92,175.27,112061.93,8185,68.7,332,2021-08-08,11.53
366,367.0,tesla_diesel,129.89,85448,3943,119.38,179.51,184.29,1557820.05,47875,56.03,679,2021-09-17,11.12
367,368.0,timvermeulen,129.86,3238,1743,123.35,161.09,165.96,289821.91,1975,60.99,159,2021-04-06,13.91
368,369.0,dawittymidget,129.82,51949,5009,115.2,170.2,172.16,5415985.62,27599,53.13,387,2021-09-23,14.2
369,370.0,poopface14,129.78,2636,1070,125.67,164.32,174.19,57744.45,1749,66.35,47,2021-05-24,9.94
370,371.0,chrisnk,129.72,1902,1106,123.31,193.19,195.74,113882.28,1220,64.14,119,2020-05-07,15.01
371,372.0,urabvavgaznkid,129.64,3718,1642,123.11,167.96,174.81,153040.07,2415,64.95,108,2021-07-25,11.98
372,373.0,mhhuang,129.59,7306,2834,125.17,173.35,181.56,768153.56,4214,57.68,505,2020-07-10,9.64
373,374.0,not_seggie,129.59,9401,2705,121.44,185.31,202.32,892671.89,4834,51.42,444,2021-09-12,12.78
374,375.0,beachill,129.51,3134,1857,124.04,172.29,181.21,291939.75,1888,60.24,533,2021-09-03,14.86
375,376.0,emad1020,129.45,2270,1471,128.21,171.75,186.1,226423.9,1396,61.5,161,2021-08-26,12.25
376,377.0,typingaccount6,129.45,1725,1389,128.86,160.64,174.88,207562.39,988,57.28,120,2020-07-06,5.98
377,378.0,sharkyboy,129.42,3720,1873,123.87,179.17,187.0,284682.29,2146,57.69,116,2021-07-19,20.12
378,379.0,lordofthedance,129.38,3591,2225,126.63,171.47,174.8,414783.92,2245,62.52,321,2021-09-03,10.01
379,380.0,mark40511,129.36,322205,7350,107.68,176.19,181.52,20031150.41,155535,48.27,420,2021-09-23,12.9
380,381.0,Here until tomorrow! let's ..,129.34,1724,1296,128.07,169.72,175.02,179940.87,1149,66.65,127,2020-10-05,12.12
381,382.0,wildlife,129.33,4353,1256,115.42,171.42,179.43,90412.89,1949,44.77,171,2021-09-08,14.36
382,383.0,mundus,129.29,3745,1387,125.66,160.49,164.34,174689.96,2215,59.15,310,2020-09-05,9.48
383,384.0,nadel1232,129.27,7360,1159,114.68,170.42,197.19,60953.45,3764,51.14,889,2021-06-28,12.33
384,385.0,richivinsky,129.19,10812,2893,122.97,194.55,199.51,609100.79,6039,55.85,209,2020-11-04,12.6
385,386.0,bremitorix,129.18,2478,1916,127.02,169.17,176.47,294885.36,1466,59.16,97,2021-02-24,14.5
386,387.0,lastof..,129.15,3968,2623,126.06,183.3,192.46,366735.3,2317,58.39,175,2021-06-12,12.4
387,388.0,newslowkeyboard,129.12,22554,2677,122.09,180.73,185.3,424360.19,14690,65.13,171,2021-09-21,9.7
388,389.0,barfing,129.11,1803,1351,127.64,173.79,187.05,203967.38,1104,61.23,256,2021-09-20,10.98
389,390.0,largev,129.06,7536,2483,125.98,204.1,215.44,490043.07,5876,77.97,350,2020-08-02,11.55
390,391.0,merelyaferis,129.06,8196,3093,123.97,180.49,188.06,842017.38,6011,73.34,156,2021-08-28,13.26
391,392.0,noodlicious,129.05,2134,1487,127.71,168.3,174.24,214383.32,1475,69.12,83,2021-09-13,11.27
392,393.0,fianchetto123,129.03,5112,1603,119.53,165.39,169.13,114592.81,3061,59.88,144,2021-07-24,12.33
393,394.0,vicissitudes2,128.98,5645,1412,125.32,162.01,171.64,128806.43,3802,67.35,257,2021-08-30,8.28
394,395.0,gaverpro,128.98,2566,1682,127.27,174.65,191.12,285937.16,1581,61.61,110,2021-09-09,12.15
395,396.0,fictionqt,128.96,20341,2458,116.23,167.69,172.92,543141.24,10482,51.53,152,2021-08-03,11.51
396,397.0,shooterboss,128.88,3382,1679,123.07,154.66,160.7,170135.02,2325,68.75,71,2021-06-13,10.73
397,398.0,demonakinale,128.86,6772,2655,123.16,169.02,175.24,289574.13,4359,64.37,274,2021-09-09,11.33
398,399.0,hildamd,128.83,5354,1684,120.45,162.07,171.77,15546.87,3090,57.71,264,2017-11-08,12.83
399,400.0,voar,128.81,4766,1136,120.71,165.47,172.08,60768.07,2669,56.0,257,2021-07-07,11.59
400,401.0,kenixx,128.79,6501,2027,114.1,222.16,251.69,148757.97,3065,47.15,275,2020-12-11,18.35
401,402.0,typeracerpl..,128.71,59998,4406,99.86,206.64,211.72,1274556.78,32355,53.93,648,2021-05-23,21.24
402,403.0,hansol,128.69,3212,1164,120.17,167.76,199.7,88210.55,2097,65.29,105,2021-09-09,12.9
403,404.0,uptheante,128.67,2485,1591,126.14,175.86,198.05,261866.26,1497,60.24,280,2018-07-10,12.35
404,405.0,enscarr,128.65,34651,5307,118.57,248.05,251.6,3094797.11,21982,63.44,1127,2021-09-23,22.52
405,406.0,Chopsticks,128.64,26153,2763,112.52,161.67,165.95,300889.61,15207,58.15,391,2021-09-22,12.76
406,407.0,missmarty,128.64,7659,3067,123.88,164.07,168.11,842062.6,4231,55.24,313,2018-08-16,10.23
407,408.0,transfusion,128.64,3728,2427,127.02,159.48,166.11,420089.06,2696,72.32,219,2021-09-16,8.95
408,409.0,samowens,128.59,3218,1294,121.11,166.47,171.43,128734.79,2230,69.3,321,2021-02-03,12.01
409,410.0,statutory,128.52,1974,1054,123.74,181.15,205.65,237.13,1154,58.46,260,2018-03-21,12.53
410,411.0,tomchu77,128.49,3698,2487,126.72,162.22,165.67,426891.92,2474,66.9,289,2021-09-12,9.61
411,412.0,bmhowie2011,128.43,11703,2103,113.29,176.37,185.29,123864.71,6013,51.38,313,2021-04-10,15.86
412,413.0,jubilachi,128.35,2931,1361,123.46,162.06,167.48,54928.99,2006,68.44,166,2020-04-13,10.01
413,414.0,gahama,128.33,6799,2460,121.24,167.53,179.64,729919.52,4001,58.85,299,2021-09-16,11.12
414,415.0,hlbentz,128.33,18057,3627,117.48,159.33,163.87,869954.32,10016,55.47,224,2021-07-24,11.0
415,416.0,sech,128.2,2458,1601,124.72,166.17,174.77,201082.08,1501,61.07,107,2021-06-30,12.11
416,417.0,languor,128.2,4644,1191,114.5,156.22,165.94,72664.62,2852,61.41,122,2021-08-29,13.33
417,418.0,hovermind,128.2,2138,1488,127.16,150.33,155.25,221989.57,1461,68.33,155,2021-09-04,7.02
418,419.0,brownfoxjumps,128.18,7931,2763,123.92,166.64,172.23,764605.98,4531,57.13,97,2021-07-17,9.01
419,420.0,strongly_ty..,128.16,4198,2474,125.72,168.54,178.48,450468.53,2426,57.79,199,2021-09-19,10.01
420,421.0,⚡ discord.me/speedtypers ..,128.15,2431,1230,125.27,161.44,169.87,4039.99,1486,61.13,166,2017-07-28,8.58
421,422.0,notglacier,128.1,2018,1330,126.09,166.49,175.02,208273.07,1276,63.23,146,2017-12-21,9.47
422,423.0,bribe,128.09,6245,2602,126.75,215.7,221.6,630014.0,3964,63.47,383,2021-09-18,13.17
423,424.0,yoojeen,128.07,5052,1985,122.4,170.07,178.62,238752.67,3247,64.27,143,2021-08-09,10.81
424,425.0,suzufruit,128.07,7538,3398,126.44,159.4,163.99,860530.41,5317,70.54,333,2021-08-06,8.99
425,426.0,sebipagura,128.03,2286,1622,126.14,163.91,175.31,249744.95,1402,61.33,163,2021-07-15,10.03
426,427.0,,127.88,16736,3242,114.56,175.52,189.47,747206.81,12078,72.17,149,2021-03-01,16.07
427,428.0,pbnl2,127.77,17441,4947,118.76,176.88,182.7,1914668.58,9145,52.43,627,2021-05-28,13.46
428,429.0,tcubesak,127.73,4772,2447,123.55,183.12,199.57,488316.63,2991,62.68,181,2019-06-07,16.59
429,430.0,paktypest,127.7,8768,2665,121.75,180.95,190.25,865917.12,4671,53.27,362,2021-08-30,12.35
430,431.0,abigail_w,127.69,15423,4010,118.51,156.81,159.53,1204545.24,9116,59.11,144,2021-09-07,12.86
431,432.0,mitchsubishi,127.68,4831,2462,125.5,160.47,176.9,539494.27,3039,62.91,288,2019-01-11,7.69
432,433.0,get..,127.63,16385,3375,119.13,172.47,190.5,1447905.97,9320,56.88,361,2021-05-23,10.31
433,434.0,mr_sk,127.63,6099,2131,119.86,191.78,202.58,237565.04,3241,53.14,232,2020-04-17,12.8
434,435.0,kbeast,127.58,7795,1681,114.15,171.71,186.48,46790.91,4221,54.15,162,2021-04-08,14.87
435,436.0,sophiiee,127.57,3648,2378,125.06,167.87,177.7,404498.98,1957,53.65,377,2020-01-31,11.29
436,437.0,davrostf,127.56,11286,3479,120.59,168.53,180.79,898834.88,6604,58.51,278,2021-04-27,9.96
437,438.0,pinguefy,127.54,2163,1608,126.23,176.9,192.05,242442.35,1244,57.51,131,2021-07-16,15.65
438,439.0,jivan108,127.52,2297,1756,125.67,178.34,185.19,262336.06,1392,60.6,97,2021-09-03,15.29
439,440.0,intangiblesniper,127.52,1941,1186,123.48,161.88,169.49,114932.45,1211,62.39,52,2021-09-08,10.98
440,441.0,dispidi,127.5,1767,1238,125.63,165.67,183.07,189510.65,1079,61.06,97,2021-09-13,8.74
441,442.0,arijan,127.45,1516,1248,125.64,177.03,186.35,162094.04,954,62.93,203,2021-09-19,17.0
442,443.0,kekwomegalul,127.36,6969,3059,123.18,164.87,172.26,757911.55,4123,59.16,154,2021-09-13,10.7
443,444.0,yamajac,127.34,4875,2414,122.63,202.0,208.7,518039.85,2834,58.13,422,2021-09-08,13.91
444,445.0,xtie,127.29,2036,1490,126.14,165.92,177.25,213264.67,1226,60.22,89,2021-08-26,11.09
445,446.0,ml1326,127.28,11787,2952,115.32,164.82,173.31,542724.06,7641,64.83,277,2021-07-17,13.2
446,447.0,a87321dc00,127.2,5115,3170,123.09,177.22,183.38,565376.66,2852,55.76,186,2021-01-16,13.69
