UserID,UUID,ScreenOn,Timestamp
97bb95f55a,1461799304991,true,2016-04-28 02:21:44.991
97bb95f55a,1461799370983,false,2016-04-28 02:22:50.982
97bb95f55a,1461799535929,true,2016-04-28 02:25:35.929
97bb95f55a,1461799547083,false,2016-04-28 02:25:47.083
97bb95f55a,1461799558976,true,2016-04-28 02:25:58.975
97bb95f55a,1461799568904,false,2016-04-28 02:26:08.903
97bb95f55a,1461815305242,true,2016-04-28 06:48:25.241
97bb95f55a,1461815324583,false,2016-04-28 06:48:44.582
97bb95f55a,1461817803324,true,2016-04-28 07:30:03.324
97bb95f55a,1461817869901,false,2016-04-28 07:31:09.9
97bb95f55a,1461827234762,true,2016-04-28 10:07:14.76
97bb95f55a,1461827442386,false,2016-04-28 10:10:42.386
97bb95f55a,1461828058924,true,2016-04-28 10:20:58.923
97bb95f55a,1461828081355,false,2016-04-28 10:21:21.354
97bb95f55a,1461828081882,true,2016-04-28 10:21:21.882
97bb95f55a,1461828091602,false,2016-04-28 10:21:31.602
97bb95f55a,1461828372479,true,2016-04-28 10:26:12.451
97bb95f55a,1461828395120,false,2016-04-28 10:26:35.12
97bb95f55a,1461834175053,true,2016-04-28 12:02:55.053
97bb95f55a,1461834208827,false,2016-04-28 12:03:28.827
97bb95f55a,1461834798866,true,2016-04-28 12:13:18.865
97bb95f55a,1461834889418,false,2016-04-28 12:14:49.417
97bb95f55a,1461839404083,true,2016-04-28 13:30:04.082
97bb95f55a,1461839409130,false,2016-04-28 13:30:09.13
97bb95f55a,1461839466918,true,2016-04-28 13:31:06.918
97bb95f55a,1461839472818,false,2016-04-28 13:31:12.818
97bb95f55a,1461840488255,true,2016-04-28 13:48:08.255
97bb95f55a,1461840875597,false,2016-04-28 13:54:35.595
97bb95f55a,1461840910020,true,2016-04-28 13:55:10.02
97bb95f55a,1461840910548,false,2016-04-28 13:55:10.548
97bb95f55a,1461840935760,true,2016-04-28 13:55:35.76
97bb95f55a,1461841153242,false,2016-04-28 13:59:13.241
97bb95f55a,1461841444029,true,2016-04-28 14:04:04.029
97bb95f55a,1461841475592,false,2016-04-28 14:04:35.591
97bb95f55a,1461841937896,true,2016-04-28 14:12:17.894
97bb95f55a,1461841947268,false,2016-04-28 14:12:27.268
97bb95f55a,1461841959888,true,2016-04-28 14:12:39.888
97bb95f55a,1461841960478,false,2016-04-28 14:12:40.478
97bb95f55a,1461842049015,true,2016-04-28 14:14:09.014
97bb95f55a,1461842059804,false,2016-04-28 14:14:19.804
97bb95f55a,1461856890591,true,2016-04-28 18:21:30.589
97bb95f55a,1461856908276,false,2016-04-28 18:21:48.275
97bb95f55a,1461857175011,true,2016-04-28 18:26:15.011
97bb95f55a,1461858408647,true,2016-04-28 18:46:48.647
97bb95f55a,1461858412277,false,2016-04-28 18:46:52.277
97bb95f55a,1461858412867,true,2016-04-28 18:46:52.867
97bb95f55a,1462037088202,true,2016-04-30 20:24:48.201
97bb95f55a,1462037153891,false,2016-04-30 20:25:53.89
97bb95f55a,1462037158558,true,2016-04-30 20:25:58.557
97bb95f55a,1462037197408,false,2016-04-30 20:26:37.407
97bb95f55a,1462037312709,true,2016-04-30 20:28:32.709
97bb95f55a,1462037315881,false,2016-04-30 20:28:35.88
97bb95f55a,1462038269735,true,2016-04-30 20:44:29.734
97bb95f55a,1462038339407,false,2016-04-30 20:45:39.407
97bb95f55a,1462038340358,true,2016-04-30 20:45:40.357
97bb95f55a,1462038380146,false,2016-04-30 20:46:20.145
97bb95f55a,1462038489187,true,2016-04-30 20:48:09.186
97bb95f55a,1462038527528,false,2016-04-30 20:48:47.527
97bb95f55a,1462038529094,true,2016-04-30 20:48:49.093
97bb95f55a,1462038574256,false,2016-04-30 20:49:34.256
97bb95f55a,1462039279129,true,2016-04-30 21:01:19.128
97bb95f55a,1462039312935,false,2016-04-30 21:01:52.933
97bb95f55a,1462039331262,true,2016-04-30 21:02:11.261
97bb95f55a,1462039357123,false,2016-04-30 21:02:37.123
97bb95f55a,1462039775964,true,2016-04-30 21:09:35.963
97bb95f55a,1462039787229,false,2016-04-30 21:09:47.228
97bb95f55a,1462039787673,true,2016-04-30 21:09:47.672
97bb95f55a,1462039799227,false,2016-04-30 21:09:59.225
97bb95f55a,1462040073223,true,2016-04-30 21:14:33.223
97bb95f55a,1462040209371,false,2016-04-30 21:16:49.37
97bb95f55a,1462040211883,true,2016-04-30 21:16:51.882
97bb95f55a,1462040252498,false,2016-04-30 21:17:32.497
97bb95f55a,1462040302088,true,2016-04-30 21:18:22.088
97bb95f55a,1462040606226,false,2016-04-30 21:23:26.225
97bb95f55a,1462040681146,true,2016-04-30 21:24:41.146
