UserId,UUID,Address,Date,Duration,FromContacts,Type
97bb95f55a,1461843731668,c68ad8910c1a649507984b227f2c298140cf593c,1461840872706,562,true,2
97bb95f55a,1461843731668,9ef2cc0b1bd70f3610f022e9807568ae41d87547,1461841935288,103,true,1
97bb95f55a,1461844038056,c68ad8910c1a649507984b227f2c298140cf593c,1461840872706,562,true,2
97bb95f55a,1461844038056,9ef2cc0b1bd70f3610f022e9807568ae41d87547,1461841935288,103,true,1
97bb95f55a,1461844044062,c68ad8910c1a649507984b227f2c298140cf593c,1461840872706,562,true,2
97bb95f55a,1461844044062,9ef2cc0b1bd70f3610f022e9807568ae41d87547,1461841935288,103,true,1
97bb95f55a,1461844045962,c68ad8910c1a649507984b227f2c298140cf593c,1461840872706,562,true,2
97bb95f55a,1461844045962,9ef2cc0b1bd70f3610f022e9807568ae41d87547,1461841935288,103,true,1
97bb95f55a,1461844050479,c68ad8910c1a649507984b227f2c298140cf593c,1461840872706,562,true,2
97bb95f55a,1461844050479,9ef2cc0b1bd70f3610f022e9807568ae41d87547,1461841935288,103,true,1
97bb95f55a,1462078923880,63015dbe4d7e57cbb74f137d5e7a20a0a4336609,1462076276929,75,true,1
97bb95f55a,1462085972081,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462085974173,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462086445261,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462086451924,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462086453272,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462086455469,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462086467320,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462086478188,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462086490113,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462086893971,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462086900629,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462086902610,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462086904732,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087127028,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087132037,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087133045,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087138522,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087144565,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087306857,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087312717,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087316371,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087317865,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087410148,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087415110,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087416076,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
97bb95f55a,1462087427190,c68ad8910c1a649507984b227f2c298140cf593c,1462085815970,102,true,1
