UserID,UUID,Bluetooth_appearance,Bluetooth_class,Bluetooth_mAddress,Bluetooth_mRemoteBrsf,Bluetooth_mValueNREC,Bluetooth_mValueWBS,Bluetooth_name,Bluetooth_rssi,Bluetooth_timestamp
1461827792914,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-82,2016-04-28 10:16:32.907
1461827852972,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-81,2016-04-28 10:17:32.969
1461827913114,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-85,2016-04-28 10:18:33.11
1461827973058,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-89,2016-04-28 10:19:33.054
1461828033111,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-84,2016-04-28 10:20:33.103
1461834686864,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-92,2016-04-28 12:11:26.857
1461834807001,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-74,2016-04-28 12:13:26.994
1461840692265,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-98,2016-04-28 13:51:32.261
1461840745737,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-97,2016-04-28 13:52:25.733
1461840812229,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-93,2016-04-28 13:53:32.22
1461841166001,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-99,2016-04-28 13:59:25.997
1461841226197,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-90,2016-04-28 14:00:26.166
1461841286251,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-102,2016-04-28 14:01:26.246
1461841406341,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-96,2016-04-28 14:03:26.332
1461841466378,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-98,2016-04-28 14:04:26.368
1461841526353,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-97,2016-04-28 14:05:26.332
1461841586353,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-99,2016-04-28 14:06:26.35
1461841706486,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-103,2016-04-28 14:08:26.47
1461841766418,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-97,2016-04-28 14:09:26.404
1461841832811,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-101,2016-04-28 14:10:32.806
1461841886436,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-99,2016-04-28 14:11:26.427
1461842006590,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-94,2016-04-28 14:13:26.582
1461842126651,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-102,2016-04-28 14:15:26.647
1461842253298,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-98,2016-04-28 14:17:33.293
1461842306896,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-100,2016-04-28 14:18:26.892
1461842433411,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-100,2016-04-28 14:20:33.407
1461842787466,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-99,2016-04-28 14:26:27.462
1461842913998,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-102,2016-04-28 14:28:33.992
1461843575044,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-102,2016-04-28 14:39:35.04
1461843628330,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-96,2016-04-28 14:40:28.321
1461843688670,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-98,2016-04-28 14:41:28.663
1461843748621,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-96,2016-04-28 14:42:28.617
1461843808704,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-98,2016-04-28 14:43:28.7
1461848074144,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-79,2016-04-28 15:54:34.123
1461848197475,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-86,2016-04-28 15:56:37.471
1461852336154,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-100,2016-04-28 17:05:36.15
1461852456185,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-88,2016-04-28 17:07:36.165
1461852516323,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-75,2016-04-28 17:08:36.301
1461852636466,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-95,2016-04-28 17:10:36.462
1461852762949,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-101,2016-04-28 17:12:42.94
1461852816565,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-84,2016-04-28 17:13:36.561
1461852876639,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-97,2016-04-28 17:14:36.635
1461852996689,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-94,2016-04-28 17:16:36.686
1461853056880,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-96,2016-04-28 17:17:36.876
1461854249288,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-91,2016-04-28 17:37:29.266
1461854849829,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-91,2016-04-28 17:47:29.801
1461854969949,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-90,2016-04-28 17:49:29.945
1461855032110,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-102,2016-04-28 17:50:32.107
1461855096522,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-99,2016-04-28 17:51:36.519
1461855150279,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-98,2016-04-28 17:52:30.271
1461855210279,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-96,2016-04-28 17:53:30.262
1461855570798,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-98,2016-04-28 17:59:30.777
1461855630662,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-100,2016-04-28 18:00:30.66
1461855690751,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-96,2016-04-28 18:01:30.745
1461855750800,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-97,2016-04-28 18:02:30.796
1461855991218,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-96,2016-04-28 18:06:31.215
1461856051159,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-96,2016-04-28 18:07:31.155
1461856531574,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-99,2016-04-28 18:15:31.57
1461856711699,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-100,2016-04-28 18:18:31.696
1461856831889,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-94,2016-04-28 18:20:31.885
1461856951987,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-81,2016-04-28 18:22:31.98
1461857012382,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-97,2016-04-28 18:23:32.378
1461857072120,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-67,2016-04-28 18:24:32.11
1461857132197,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-74,2016-04-28 18:25:32.194
1461857728454,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-85,2016-04-28 18:35:28.441
1461857794873,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-81,2016-04-28 18:36:34.869
1461857854964,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-85,2016-04-28 18:37:34.96
1461857914863,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-88,2016-04-28 18:38:34.851
1461857974986,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-88,2016-04-28 18:39:34.984
1461858035072,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-100,2016-04-28 18:40:35.063
1461858095269,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-85,2016-04-28 18:41:35.266
1461858155187,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-84,2016-04-28 18:42:35.181
1461858215298,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-85,2016-04-28 18:43:35.293
1461858275332,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-83,2016-04-28 18:44:35.327
1461858335471,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-87,2016-04-28 18:45:35.467
1461858395564,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-90,2016-04-28 18:46:35.546
1462036881043,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-91,2016-04-30 20:21:21.04
1462036940873,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-94,2016-04-30 20:22:20.869
1462037000933,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-86,2016-04-30 20:23:20.927
1462037067580,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-99,2016-04-30 20:24:27.576
1462037123013,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-98,2016-04-30 20:25:23.009
1462037361148,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-90,2016-04-30 20:29:21.143
1462037481398,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-92,2016-04-30 20:31:21.39
1462037541464,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-96,2016-04-30 20:32:21.458
1462037601482,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-96,2016-04-30 20:33:21.478
1462037661634,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-97,2016-04-30 20:34:21.627
1462037721569,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-101,2016-04-30 20:35:21.565
1462037782316,97bb95f55a,0,5898764,0xE2591A4C3997E31D4BBA5C097862EAA3,NULL,NULL,NULL,0x13791B190947B0A48F1B9A73B1F9E2E0,-99,2016-04-30 20:36:22.305
1462038509058,97bb95f55a,0,2098184,0x8AD936B69DAFF79EFE5C059CC1801DC0,NULL,NULL,NULL,0x351A64C5DE93984A0B71280CECA8B464,-92,2016-04-30 20:48:29.047
1462038568776,97bb95f55a,0,15205380,0xA1BBA429A159A140B57FB0A08B8CC444,NULL,NULL,NULL,0xBC58211CCEDA3177B1BEBCD8C12419B0,-95,2016-04-30 20:49:28.768
1462039764497,97bb95f55a,0,2098184,0x15CEF11CF8FF1336BB084E9850128591,NULL,NULL,NULL,0x351A64C5DE93984A0B71280CECA8B464,-89,2016-04-30 21:09:24.488
1462040307677,97bb95f55a,0,7936,0x9A8A6A1585473460A197C982EAB1651B,NULL,NULL,NULL,0x351A64C5DE93984A0B71280CECA8B464,-79,2016-04-30 21:18:27.673
1462040735460,97bb95f55a,0,5898756,0x69E9943C009ABE367795968021C7623E,NULL,NULL,NULL,0x351A64C5DE93984A0B71280CECA8B464,-100,2016-04-30 21:25:35.45
1462040788642,97bb95f55a,0,7936,0x9A8A6A1585473460A197C982EAB1651B,NULL,NULL,NULL,0x1D7A696ECF2D52BDBC5A65E0F14A3DEB,-89,2016-04-30 21:26:28.637
1462040908752,97bb95f55a,0,7936,0xF63A1E8523CA973B5003494074F21A01,NULL,NULL,NULL,0xEF3B8290B2E465F1ED7C58169225EF4F,-77,2016-04-30 21:28:28.746
1462040969997,97bb95f55a,0,7936,0xF63A1E8523CA973B5003494074F21A01,NULL,NULL,NULL,0xEF3B8290B2E465F1ED7C58169225EF4F,-81,2016-04-30 21:29:29.984
1462041028230,97bb95f55a,0,7936,0x74BBFA8F49BC32D8D2C759D40ABC9638,NULL,NULL,NULL,0x00D49F5450ACA16CB84B66BEC4864B23,-79,2016-04-30 21:30:28.226
1462041099925,97bb95f55a,0,7936,0xB371E43B3368A47D139E764E82B7C468,NULL,NULL,NULL,0x8295D0CA02C50FB2D5BB1B50ADCA05EC,-68,2016-04-30 21:31:28.649
1462041159966,97bb95f55a,0,5898756,0x69E9943C009ABE367795968021C7623E,NULL,NULL,NULL,0xFD34923F19A38D2E785BBB201444BCE7,-99,2016-04-30 21:32:39.284
1462041220054,97bb95f55a,0,5898756,0x69E9943C009ABE367795968021C7623E,NULL,NULL,NULL,0xFD34923F19A38D2E785BBB201444BCE7,-94,2016-04-30 21:33:32.831
