Date,Open,High,Low,Close,Volume,Market Cap
2020-12-12,1.0,1.0,1.0,1.0,37175152958.0,19826181940.0
2020-12-11,1.0,1.0,0.999685,1.0,46855379778.0,19778053308.0
2020-12-10,1.0,1.0,0.999717,1.0,42906892986.0,19758499141.0
2020-12-09,0.999741,1.0,0.999579,1.0,58645762362.0,19721357390.0
2020-12-08,1.0,1.0,0.999504,0.999706,51018510966.0,19707994302.0
2020-12-07,1.0,1.0,1.0,1.0,41553114205.0,19693247298.0
2020-12-06,1.0,1.0,1.0,1.0,41702527218.0,19683467751.0
2020-12-05,1.0,1.0,0.999982,1.0,46459783524.0,19645340054.0
2020-12-04,1.0,1.0,0.999927,1.0,57391362137.0,19537072295.0
2020-12-03,1.0,1.0,1.0,1.0,53438971741.0,19466986495.0
2020-12-02,1.0,1.0,1.0,1.0,65320503081.0,19417653464.0
2020-12-01,1.0,1.0,0.999744,1.0,91231924619.0,19379236734.0
2020-11-30,1.0,1.0,0.99998,1.0,78422057481.0,19134597304.0
2020-11-29,1.0,1.0,1.0,1.0,56283936388.0,19126891188.0
2020-11-28,1.0,1.0,1.0,1.0,59622219575.0,19057337380.0
2020-11-27,1.0,1.0,1.0,1.0,71012323469.0,18980402374.0
2020-11-26,1.0,1.0,0.999624,1.0,114616849233.0,18996225427.0
2020-11-25,0.999805,1.0,0.999456,1.0,86889311262.0,18655472843.0
2020-11-24,1.0,1.0,0.998834,0.999808,99911012514.0,18650896567.0
2020-11-23,0.999203,1.0,0.999058,1.0,85808045491.0,18501087258.0
2020-11-22,0.998874,1.0,0.998021,0.999203,80187383235.0,18454866337.0
2020-11-21,1.0,1.0,0.998639,0.998874,77062206041.0,18354801632.0
2020-11-20,1.0,1.0,1.0,1.0,58285960281.0,18194259218.0
2020-11-19,1.0,1.0,0.999867,1.0,53334422091.0,18129139982.0
2020-11-18,1.0,1.0,1.0,1.0,68784549701.0,18025791690.0
2020-11-17,1.0,1.0,0.999833,1.0,55094987084.0,17964515939.0
2020-11-16,1.0,1.0,1.0,1.0,43959721427.0,17874210107.0
2020-11-15,1.0,1.0,0.999994,1.0,34845215193.0,17878397979.0
2020-11-14,1.0,1.0,0.999305,1.0,37625148237.0,17838172794.0
2020-11-13,1.0,1.0,1.0,1.0,43464032776.0,17703110178.0
2020-11-12,1.0,1.0,1.0,1.0,43616955783.0,17560143157.0
2020-11-11,1.0,1.0,1.0,1.0,42668662479.0,17474058290.0
2020-11-10,1.0,1.0,1.0,1.0,38577912936.0,17360230054.0
2020-11-09,1.0,1.0,1.0,1.0,46110330836.0,17272054595.0
2020-11-08,1.0,1.0,1.0,1.0,36518314883.0,17210335409.0
2020-11-07,1.0,1.0,1.0,1.0,56226369647.0,17153778949.0
2020-11-06,1.0,1.0,0.999614,1.0,52898738178.0,16990926302.0
2020-11-05,1.0,1.0,1.0,1.0,50361326125.0,16865673902.0
2020-11-04,1.0,1.0,1.0,1.0,51351488942.0,16772875580.0
2020-11-03,1.0,1.0,0.999929,1.0,45019168827.0,16707324625.0
2020-11-02,1.0,1.0,1.0,1.0,47077503200.0,16678325554.0
2020-11-01,1.0,1.0,1.0,1.0,34361640768.0,16660908761.0
2020-10-31,1.0,1.0,1.0,1.0,42514424089.0,16657642843.0
2020-10-30,1.0,1.0,1.0,1.0,48310061722.0,16547512716.0
2020-10-29,1.0,1.0,1.0,1.0,45899362605.0,16500217958.0
2020-10-28,1.0,1.0,1.0,1.0,54295663450.0,16447158497.0
2020-10-27,1.0,1.0,1.0,1.0,50594554703.0,16373107903.0
2020-10-26,1.0,1.0,1.0,1.0,53856600950.0,16342404839.0
2020-10-25,1.0,1.0,1.0,1.0,37992408340.0,16284768872.0
2020-10-24,1.0,1.0,1.0,1.0,38024192721.0,16251194774.0
2020-10-23,1.0,1.0,1.0,1.0,45364336403.0,16146334298.0
2020-10-22,1.0,1.0,1.0,1.0,51457694149.0,15914538960.0
2020-10-21,1.0,1.0,1.0,1.0,60904084735.0,15926349869.0
2020-10-20,1.0,1.0,1.0,1.0,43872844120.0,15873010886.0
2020-10-19,1.0,1.0,1.0,1.0,35567986142.0,15846170308.0
2020-10-18,1.0,1.0,1.0,1.0,29893695719.0,15829362025.0
2020-10-17,1.0,1.0,1.0,1.0,31063236700.0,15817975341.0
2020-10-16,1.0,1.0,1.0,1.0,42355198410.0,15787627470.0
2020-10-15,1.0,1.0,1.0,1.0,40681227712.0,15762741555.0
2020-10-14,1.0,1.0,1.0,1.0,42676684541.0,15759653344.0
2020-10-13,1.0,1.0,1.0,1.0,41852256541.0,15758961791.0
2020-10-12,1.0,1.0,1.0,1.0,45422749776.0,15741941344.0
2020-10-11,1.0,1.0,1.0,1.0,36190854082.0,15733015683.0
2020-10-10,1.0,1.0,1.0,1.0,41298643279.0,15722861220.0
2020-10-09,1.0,1.0,1.0,1.0,40570731731.0,15626233375.0
2020-10-08,1.0,1.0,1.0,1.0,40437506638.0,15626913774.0
2020-10-07,1.0,1.0,1.0,1.0,34832780084.0,15618158871.0
2020-10-06,1.0,1.0,1.0,1.0,43474684779.0,15607910737.0
2020-10-05,1.0,1.0,1.0,1.0,33618477224.0,15624445457.0
2020-10-04,1.0,1.0,1.0,1.0,30365398041.0,15596092060.0
2020-10-03,1.0,1.0,1.0,1.0,29434211991.0,15597181835.0
2020-10-02,1.0,1.0,1.0,1.0,43341045659.0,15556085822.0
2020-10-01,1.0,1.0,0.999741,1.0,44191606929.0,15512206826.0
2020-09-30,1.0,1.0,1.0,1.0,36326500299.0,15522531378.0
2020-09-29,1.0,1.0,1.0,1.0,37215776820.0,15473744248.0
2020-09-28,1.0,1.0,0.999962,1.0,42448311096.0,15405393593.0
2020-09-27,1.0,1.0,0.99982,1.0,36832675909.0,15362440715.0
2020-09-26,1.0,1.0,1.0,1.0,37079804018.0,15300612699.0
2020-09-25,1.0,1.0,0.999924,1.0,41889632698.0,15242978802.0
2020-09-24,1.0,1.0,0.999356,1.0,45065266037.0,15239941762.0
2020-09-23,1.0,1.0,0.999543,1.0,43424219416.0,15218786102.0
2020-09-22,1.0,1.01,0.998589,1.0,38413876677.0,15233945625.0
2020-09-21,1.0,1.01,0.996663,1.0,51961935426.0,15243875313.0
2020-09-20,1.0,1.01,0.996914,1.0,39841903146.0,15238740760.0
2020-09-19,1.0,1.01,0.996977,1.0,37361830219.0,15228650868.0
2020-09-18,1.0,1.02,0.997177,0.999502,47248825663.0,15103276766.0
2020-09-17,1.0,1.01,0.999017,1.0,51695424541.0,15073198578.0
2020-09-16,1.0,1.01,0.999355,1.0,50682289026.0,14999924553.0
2020-09-15,1.0,1.01,0.998797,1.0,49718173930.0,14945264816.0
2020-09-14,0.998951,1.01,0.993981,1.0,49936255991.0,14728290333.0
2020-09-13,1.0,1.01,0.995756,0.999213,46330693824.0,14697754458.0
2020-09-12,1.0,1.01,0.997937,1.0,43506381696.0,14702420809.0
2020-09-11,1.0,1.01,0.992306,1.0,46009434500.0,14594441178.0
2020-09-10,1.0,1.01,0.9946,1.0,52111960702.0,14452950931.0
2020-09-09,1.0,1.01,0.998093,1.0,42234198845.0,14362185113.0
2020-09-08,1.0,1.01,0.990326,1.0,56334310286.0,14214715952.0
2020-09-07,1.0,1.01,0.99347,1.0,59139010478.0,14153158068.0
2020-09-06,1.0,1.01,0.995432,1.0,66315625008.0,14167651779.0
2020-09-05,1.0,1.02,0.99334,1.0,78154159842.0,14092690948.0
2020-09-04,1.01,1.02,0.992311,1.0,55525478963.0,13982320499.0
2020-09-03,1.0,1.03,0.99162,1.01,57562780194.0,13827028754.0
2020-09-02,1.0,1.02,0.99799,1.0,52855722597.0,13648663243.0
2020-09-01,1.0,1.01,0.997956,1.0,49809584105.0,13483837146.0
2020-08-31,1.0,1.01,0.998818,1.0,37949635827.0,13368167896.0
2020-08-30,1.0,1.01,0.998582,1.0,36153398644.0,10009950000.0
2020-08-29,1.0,1.01,1.0,1.0,31070541135.0,10026455823.0
2020-08-28,1.0,1.0,0.999367,1.0,31740187752.0,10018578135.0
2020-08-27,1.0,1.01,0.996732,1.0,38341362890.0,10020277863.0
2020-08-26,1.0,1.0,0.998526,1.0,37126595563.0,10016747023.0
2020-08-25,1.0,1.01,0.99897,1.0,42567672036.0,10021867398.0
2020-08-24,1.0,1.0,0.998488,1.0,31794835157.0,10017974470.0
2020-08-23,1.0,1.0,0.998149,1.0,29187550605.0,10021671716.0
2020-08-22,1.0,1.01,0.999059,1.0,32892342495.0,10007777120.0
2020-08-21,1.0,1.01,0.997231,1.0,41215985711.0,10043702397.0
2020-08-20,1.0,1.0,0.99881,1.0,32746471325.0,10002309329.0
2020-08-19,1.0,1.01,0.9988,1.0,40666046435.0,10022295991.0
2020-08-18,1.0,1.01,0.997239,1.0,40873174066.0,10025419674.0
2020-08-17,1.0,1.02,0.996617,1.0,43047212745.0,9999327477.0
2020-08-16,1.0,1.01,0.997908,1.0,35603319606.0,10017025333.0
2020-08-15,1.0,1.01,0.998149,1.0,38681122091.0,10008541472.0
2020-08-14,1.02,1.03,0.991814,1.0,38417750789.0,10008456537.0
2020-08-13,1.01,1.02,0.998415,1.02,45360887997.0,10200284776.0
2020-08-12,1.0,1.02,0.995209,1.01,38419235281.0,10136107644.0
2020-08-11,1.0,1.01,0.996915,1.0,39924390806.0,10035122064.0
2020-08-10,1.0,1.02,0.999212,1.0,36347245628.0,10008812770.0
