Date,Open,High,Low,Close,Volume,Market Cap
2020-12-12,0.999993,1.0,0.994334,1.0,372750751.0,3215393827.0
2020-12-11,1.0,1.0,0.997872,0.999993,575419053.0,3136265939.0
2020-12-10,1.0,1.0,0.99992,1.0,386067664.0,3081890247.0
2020-12-09,1.0,1.01,0.999902,1.0,661526815.0,3083762658.0
2020-12-08,1.0,1.0,0.999721,1.0,624652067.0,3057541920.0
2020-12-07,1.0,1.0,0.999969,1.0,503390382.0,3054758318.0
2020-12-06,1.0,1.0,0.999935,1.0,500125499.0,3073447381.0
2020-12-05,1.0,1.0,0.999653,1.0,528929182.0,3037637284.0
2020-12-04,0.999988,1.0,0.999565,1.0,616718869.0,2963592090.0
2020-12-03,1.0,1.0,0.999597,0.999988,613512931.0,2965255278.0
2020-12-02,1.0,1.0,0.999002,1.0,659579565.0,2958068729.0
2020-12-01,1.0,1.0,0.9999,1.0,791656264.0,2975385311.0
2020-11-30,1.0,1.0,0.999663,1.0,707506103.0,2963118009.0
2020-11-29,1.0,1.0,0.999523,1.0,469745856.0,2964393940.0
2020-11-28,1.0,1.0,0.999903,1.0,505337859.0,2967986029.0
2020-11-27,1.0,1.0,0.999814,1.0,579819717.0,2903445285.0
2020-11-26,1.0,1.0,0.999618,1.0,1029792049.0,2893029205.0
2020-11-25,0.99983,1.0,0.99564,1.0,684764089.0,2871209649.0
2020-11-24,0.999837,1.0,0.996788,0.99983,767726663.0,2853387870.0
2020-11-23,0.999978,1.0,0.998512,0.99982,684467515.0,2863280574.0
2020-11-22,0.999992,1.0,0.998277,0.999978,612750450.0,2874006400.0
2020-11-21,1.0,1.0,0.999411,0.999992,617179131.0,2838032230.0
2020-11-20,1.0,1.0,0.999724,1.0,566516098.0,2801885852.0
2020-11-19,1.0,1.0,0.999907,1.0,494516423.0,2787373041.0
2020-11-18,1.0,1.0,0.999851,1.0,656269397.0,2791331389.0
2020-11-17,0.999949,1.0,0.998261,1.0,580963624.0,2778032395.0
2020-11-16,1.0,1.0,0.999431,1.0,512767433.0,2824323545.0
2020-11-15,1.0,1.0,0.999802,1.0,283637646.0,2813598347.0
2020-11-14,1.0,1.0,0.999467,1.0,449535541.0,2805595743.0
2020-11-13,0.999207,1.0,0.999063,1.0,540727846.0,2801993179.0
2020-11-12,1.0,1.0,0.999079,0.999207,537060492.0,2799731062.0
2020-11-11,1.0,1.0,0.999744,1.0,485540181.0,2833067611.0
2020-11-10,0.999932,1.0,0.999474,1.0,343661075.0,2828730661.0
2020-11-09,0.999957,1.0,0.998886,0.999932,622091070.0,2841229587.0
2020-11-08,1.0,1.0,0.999607,0.999957,476614619.0,2874233151.0
2020-11-07,1.0,1.0,0.989995,1.0,557991189.0,2885302511.0
2020-11-06,0.999988,1.0,0.999484,1.0,591081548.0,2854072855.0
2020-11-05,1.0,1.0,0.999834,0.999988,539340014.0,2871663193.0
2020-11-04,0.999972,1.0,0.999893,1.0,472844826.0,2883082203.0
2020-11-03,1.0,1.0,0.999972,0.999972,442283090.0,2915440816.0
2020-11-02,1.0,1.0,0.999645,1.0,441571379.0,2930293205.0
2020-11-01,1.0,1.0,0.999709,1.0,351799541.0,2928676111.0
2020-10-31,1.0,1.0,0.99983,1.0,373758762.0,2925453141.0
2020-10-30,1.0,1.0,1.0,1.0,431217496.0,2879376697.0
2020-10-29,1.0,1.0,0.999706,1.0,470459196.0,2882612408.0
2020-10-28,0.999995,1.0,0.999929,1.0,528512165.0,2840148631.0
2020-10-27,1.0,1.0,0.999606,0.999995,458104673.0,2809765699.0
2020-10-26,1.0,1.0,0.997837,1.0,3320438919.0,2779510838.0
2020-10-25,0.999928,1.0,0.999796,1.0,402083347.0,2808560800.0
2020-10-24,1.0,1.0,0.999866,0.999928,398566286.0,2785109254.0
2020-10-23,1.0,1.0,0.999801,1.0,437724211.0,2754821520.0
2020-10-22,0.999977,1.0,0.999701,0.999993,576937506.0,2789214321.0
2020-10-21,1.0,1.0,0.998924,0.999956,604292164.0,2789112726.0
2020-10-20,1.0,1.0,1.0,1.0,465386778.0,2736393044.0
2020-10-19,1.0,1.0,1.0,1.0,413360977.0,2737305377.0
2020-10-18,1.0,1.0,1.0,1.0,307862058.0,2728528052.0
2020-10-17,1.0,1.0,1.0,1.0,333120960.0,2706462458.0
2020-10-16,1.0,1.0,1.0,1.0,395543365.0,2705184599.0
2020-10-15,1.0,1.0,1.0,1.0,391984913.0,2724050018.0
2020-10-14,1.0,1.0,1.0,1.0,409435371.0,2749519814.0
2020-10-13,1.0,1.0,1.0,1.0,387594913.0,2777548860.0
2020-10-12,1.0,1.0,1.0,1.0,416476986.0,2841909427.0
2020-10-11,1.0,1.0,1.0,1.0,403861256.0,2857374683.0
2020-10-10,1.0,1.0,1.0,1.0,427180195.0,2810756965.0
2020-10-09,1.0,1.0,1.0,1.0,327727313.0,2810914392.0
2020-10-08,1.0,1.0,0.999814,1.0,299815037.0,2769847167.0
2020-10-07,1.0,1.0,0.996671,1.0,374254318.0,2683950704.0
2020-10-06,1.0,1.0,1.0,1.0,425031250.0,2666260851.0
2020-10-05,1.0,1.0,1.0,1.0,360918052.0,2640898058.0
2020-10-04,1.0,1.0,1.0,1.0,241403386.0,2640169978.0
2020-10-03,1.0,1.0,1.0,1.0,238468460.0,2631826662.0
2020-10-02,1.0,1.0,1.0,1.0,465525692.0,2541975630.0
2020-10-01,1.0,1.0,1.0,1.0,487472949.0,2513034485.0
2020-09-30,1.0,1.0,1.0,1.0,292596570.0,2526168013.0
2020-09-29,1.0,1.0,1.0,1.0,270605261.0,2538586973.0
2020-09-28,1.0,1.0,0.999987,1.0,394663533.0,2597507642.0
