Date,Open,High,Low,Close,Volume,Market Cap
2020-12-12,259.31,269.46,258.63,267.71,1470417816.0,4978896920.0
2020-12-11,266.0,266.0,256.44,259.33,1988724958.0,4822735476.0
2020-12-10,268.7,269.13,261.67,265.98,1528530540.0,4946170336.0
2020-12-09,267.54,270.98,255.87,268.71,2258287289.0,4996680309.0
2020-12-08,283.91,284.89,264.47,267.55,1804265825.0,4974844504.0
2020-12-07,286.34,290.15,281.47,283.89,1571228768.0,5278553571.0
2020-12-06,289.32,292.52,279.88,286.36,1662530478.0,5324074007.0
2020-12-05,280.67,289.31,275.8,289.31,1781606883.0,5378704202.0
2020-12-04,292.29,305.75,278.55,280.71,2806192319.0,5218524245.0
2020-12-03,294.27,296.53,286.1,292.3,1932456432.0,5433657198.0
2020-12-02,288.17,297.05,282.1,294.25,2654055892.0,5469759304.0
2020-12-01,316.48,319.77,280.1,288.14,4197968842.0,5355824046.0
2020-11-30,283.92,320.97,280.34,316.42,3892204636.0,5881369223.0
2020-11-29,275.58,287.11,272.07,283.93,2155292211.0,5277249777.0
2020-11-28,264.99,282.56,261.72,275.57,2623903532.0,5121547317.0
2020-11-27,270.59,278.25,258.03,264.96,2947138216.0,4923986045.0
2020-11-26,312.64,319.14,253.28,270.51,4922338888.0,5026985557.0
2020-11-25,345.61,359.44,303.41,312.78,5131050362.0,5812255421.0
2020-11-24,323.01,367.95,321.17,345.61,7685446495.0,6421991120.0
2020-11-23,286.99,323.27,282.4,323.03,5309099342.0,6002142777.0
2020-11-22,301.92,309.36,274.71,286.99,4952111958.0,5332294479.0
2020-11-21,258.85,304.79,256.66,301.92,5765585961.0,5609451636.0
2020-11-20,246.27,259.01,245.71,258.85,1873696045.0,4808914195.0
2020-11-19,247.12,250.46,241.69,246.27,1254227175.0,4574874530.0
2020-11-18,255.29,257.72,242.98,247.13,2327656295.0,4590525422.0
2020-11-17,252.35,257.57,249.55,255.29,1738784593.0,4741950770.0
2020-11-16,241.37,252.94,234.32,250.14,2443954097.0,4646082537.0
2020-11-15,255.77,259.91,239.39,241.37,2400160029.0,4482952487.0
2020-11-14,259.17,261.6,254.18,255.77,2131937376.0,4750190502.0
2020-11-13,259.82,262.1,249.88,259.17,2159730843.0,4813176378.0
2020-11-12,257.12,264.35,252.63,259.82,1691361924.0,4825017497.0
2020-11-11,257.35,262.3,256.63,257.12,1483145652.0,4774643083.0
2020-11-10,263.99,265.95,255.22,257.35,1590780216.0,4778682177.0
2020-11-09,270.7,273.36,258.46,263.98,1926205001.0,4901544312.0
2020-11-08,253.59,276.94,251.57,270.7,1964488513.0,5026016751.0
2020-11-07,257.72,276.05,246.76,253.59,3306975309.0,4708150125.0
2020-11-06,249.55,259.04,248.19,257.72,2307792598.0,4784587853.0
2020-11-05,241.14,251.63,241.14,249.55,2296534780.0,4632655815.0
2020-11-04,244.15,244.54,232.36,241.13,2602972773.0,4476173288.0
2020-11-03,257.2,258.7,236.87,244.15,2902353056.0,4531948286.0
2020-11-02,267.55,270.83,255.19,257.2,2473366490.0,4774046041.0
2020-11-01,261.76,269.5,260.11,267.56,1785981045.0,4966023216.0
2020-10-31,261.83,265.49,259.81,261.76,2021384093.0,4858164160.0
2020-10-30,267.06,269.54,256.43,261.83,3032354182.0,4859229016.0
2020-10-29,268.49,271.24,258.67,267.06,2670911240.0,4956006326.0
2020-10-28,264.54,279.13,259.75,268.49,3670734190.0,4982423853.0
2020-10-27,259.78,267.63,257.49,264.54,2718701859.0,4908878083.0
2020-10-26,271.08,272.64,254.49,259.78,2851175628.0,4820377789.0
2020-10-25,275.12,275.26,268.16,271.08,2158858954.0,5029772217.0
2020-10-24,270.31,276.45,267.77,275.12,2049345141.0,5104525921.0
2020-10-23,266.63,274.69,263.56,270.31,2740574138.0,5015085466.0
2020-10-22,258.23,272.1,258.12,266.47,3250753926.0,4943566702.0
2020-10-21,242.81,262.81,242.48,258.51,3164562404.0,4795686149.0
2020-10-20,250.73,250.73,240.89,242.85,2230433445.0,4504795532.0
2020-10-19,249.84,252.42,246.83,250.71,1823030809.0,4650462966.0
